id,nome,email,data_nascimento,cpf,telefone,salario,ativo,ultima_compra,categoria_cliente,observacoes
9170,Anthony Gabriel Costela,melojose-miguel@example.net,1958-02-11,920.547.613-70,81 7075-8298,16115.03,False,05/06/2023,bronze,
9171,Catarina Pereira,ana-liviasiqueira@example.com,1953-09-04,724.380.569-83,(031) 0433-5424,21600.36,False,30/06/2024,bronze,A autem repellendus esse error.
9172,Arthur Aparecida,vda-cruz@example.net,1960-05-25,382.410.975-14,+55 (031) 3265-0712,8389.07,sim,,prata,Quaerat rem quaerat repudiandae qui cumque voluptate voluptatibus.
9173,Sr. Otávio Albuquerque,caua22@example.com,1946-01-11,609.387.412-50,81 0645 2193,17097.75,não,20/12/2023,ouro,
9174,Bruna Sampaio,benjamimandrade@example.com,1988-08-31,00000000000,+55 (041) 0226 6814,3648.8,sim,31/03/2024,ouro,
9175,Yasmin Araújo,henrique13@example.org,1946-12-03,913.670.824-04,61 6046 1371,,sim,16/05/2024,ouro,
9176,Alexia Novaes,laismarques@example.net,1956-05-11,825.396.471-46,21 2655 4309,12158.01,sim,05/03/2025,,
9177,Elisa Camargo,oda-costa@example.net,1945-08-04,470.523.186-44,+55 71 8964 3427,17015.84,,22/12/2023,bronze,Odio deleniti animi recusandae.
9178,Mathias Pacheco,liam77@example.com,1959-11-10,257.063.491-34,0800 064 2123,1294.73,,14/10/2023,,Dolorem iusto veniam ipsum voluptatum blanditiis corrupti.
9179,Augusto Sampaio,isabelabrito@example.org,1945-03-22,684.203.917-78,11 6648 6497,15469.82,,01/09/2023,prata,
9180,Sra. Beatriz Peixoto,wda-cunha@example.net,1976-09-18,984.736.501-66,41 6332 9217,17973.98,sim,02/11/2023,,Hic voluptatum quidem molestias ducimus exercitationem consectetur quibusdam.
9181,Lívia Nunes,yvieira@example.net,1963-12-21,876.025.931-03,0900 675 5472,4335.87,False,28/02/2024,,Excepturi illum error ducimus explicabo deserunt.
9182,Rafaela Lopes,portoallana@example.org,1954-02-24,805.394.762-00,+55 61 1792-4782,10899.26,True,02/07/2023,ouro,Voluptate delectus laudantium animi libero nihil.
9183,Benicio Cassiano,camilaazevedo@example.org,1952-03-15,437.608.219-87,+55 (051) 1146-4132,20351.66,sim,25/07/2024,prata,
9184,João Felipe Sampaio,cunhadavi-luiz@example.net,1954-07-17,921.480.675-67,,3854.11,False,15/09/2024,prata,
9185,Antonella Gomes,qpimenta@example.com,1990-02-22,476.950.218-49,(011) 6942-5720,12770.89,,03/03/2024,ouro,
9186,Giovanna Freitas,qvieira@example.org,1963-02-24,802.975.364-00,+55 51 3110 0303,15651.25,,21/03/2025,prata,Ducimus veritatis ab placeat animi.
9187,Letícia Lima,castrolucas-gabriel@example.net,1945-11-18,947.136.028-50,+55 31 6481 4226,15534.22,True,30/12/2023,,
9188,Maria Vitória Fernandes,mathias42@example.com,1963-02-13,143.269.850-89,+55 51 6732 8378,15281.53,não,21/09/2023,,
9189,Rebeca Carvalho,sophiepires@example.net,2000-09-24,543.708.961-93,+55 51 1432 7257,22390.01,False,15/06/2024,diamante,Quis repellendus animi ullam tempora labore non.
9190,Josué Aparecida,lunna15@example.net,2002-01-31,927.381.056-02,0900-892-4988,13977.9,não,13/12/2023,ouro,Cupiditate ab similique iste maiores.
9191,Srta. Camila Oliveira,sofiada-cunha@example.net,1982-07-30,407.569.832-74,+55 41 5979 3792,6310.33,sim,11/01/2024,bronze,
9192,Yasmin Moura,martinsluan@example.com,1989-07-02,974.516.380-57,+55 31 9183-8001,9094.64,sim,28/10/2024,diamante,
9193,Cecilia Santos,ana-livia67@example.org,1959-02-19,074.568.913-20,+55 21 6616-7824,21208.66,sim,13/03/2024,prata,Ipsam praesentium iure occaecati adipisci ducimus ratione ad.
9194,Davi Lucas da Mota,viniciuspimenta@example.com,1969-09-04,647.052.319-61,+55 (031) 1560-2162,22543.4,sim,04/10/2023,bronze,Recusandae sit officiis temporibus a ad.
9195,Cauê Andrade,joaquim19@example.com,1956-04-03,459.806.123-51,+55 (041) 1560 6077,5194.39,não,02/12/2023,ouro,
9196,Joana Campos,feliperibeiro@example.com,1971-05-29,00000000000,+55 11 6008-7121,21619.45,,08/10/2024,diamante,
9197,Ana Cecília Mendonça,aurora21@example.org,1986-01-12,569.742.308-00,,3783.86,sim,09/02/2024,diamante,Perferendis voluptatum debitis iure facere minima doloremque accusamus tempore.
9198,Heloisa da Mata,teixeirajosue@example.com,1996-12-11,201.564.739-25,+55 61 3166-9190,7103.73,True,02/01/2025,ouro,
9199,Matheus Brito,da-cruzmaria-isis@example.com,1950-10-26,276.350.419-16,0900-819-8152,24233.29,não,20/02/2024,diamante,Sit eius praesentium debitis velit odio at suscipit laudantium.
9200,Yasmin das Neves,isabellanovaes@example.com,1996-05-31,982.061.534-89,84 4452-4671,20983.87,False,11/02/2024,ouro,
9201,Luana Moraes,leofernandes@example.net,1986-08-04,580.239.716-03,(061) 0629-9250,11479.31,sim,17/11/2023,prata,
9202,Dra. Ana Liz Abreu,gcasa-grande@example.com,1953-03-01,578.409.326-65,0800-717-6576,5226.18,False,14/09/2023,ouro,
9203,Ana Clara da Luz,dgoncalves@example.com,1962-07-13,941.273.805-60,+55 61 6302 3280,15454.84,sim,31/05/2024,prata,Molestias soluta doloremque rem velit laboriosam vero inventore.
9204,Luiz Henrique Santos,bernardoalves@example.net,1986-04-25,00000000000,+55 (071) 1176 7704,6001.2,não,16/09/2024,ouro,
9205,Pietro Ramos,maria-sophia73@example.com,1982-05-21,742.803.519-88,41 9535-5118,15131.94,False,29/09/2024,bronze,
9206,Luiz Gustavo Costa,wpires@example.com,1971-04-28,945.837.601-75,+55 (041) 8862 6981,23128.16,não,20/07/2023,ouro,Natus nisi quo unde sapiente reiciendis voluptate quas.
9207,Olívia Melo,bmendonca@example.org,1998-10-15,162.350.947-52,+55 (061) 7162-1250,8195.18,False,02/02/2024,prata,
9208,Lunna Carvalho,fsales@example.org,1949-10-09,297.854.360-47,41 1655 2683,,True,26/02/2024,bronze,Repellat aliquam natus eaque incidunt perferendis vel dolores consequuntur ab.
9209,Thomas Albuquerque,rda-luz@example.com,2007-04-04,453.019.827-88,81 8078 9708,18895.41,não,19/05/2024,diamante,Incidunt eum culpa eaque dolore dolorum aperiam quam.
9210,Thomas Sampaio,milenacarvalho@example.net,1990-05-30,403.128.679-13,(061) 6635-7885,6068.19,,,bronze,
9211,Clarice Lopes,tcardoso@example.com,1992-07-19,516.078.324-53,(031) 5456 6240,4664.55,,13/02/2025,diamante,Beatae at illo assumenda deleniti eius.
9212,Maria Sophia Costela,josuedias@example.net,2005-10-05,137.846.092-87,+55 71 1554-5781,12981.53,,28/10/2023,diamante,
9213,Cecilia da Mata,emanuelly44@example.net,1979-07-06,576.341.902-25,(031) 2521 3950,17805.45,não,09/11/2024,bronze,
9214,Sr. Vitor da Cruz,hribeiro@example.com,1966-04-27,245.098.316-33,+55 (021) 1585-6944,,False,,,Explicabo ipsum quas animi repellendus enim facilis saepe ea sed.
9215,Bento Pacheco,rsousa@example.com,1955-12-19,230.981.467-96,(071) 1510 8886,8612.56,não,21/11/2024,bronze,Dicta et asperiores exercitationem necessitatibus suscipit tempora expedita.
9216,Nina Fernandes,rafael57@example.org,1976-07-15,035.827.164-90,(061) 8434 3812,7452.04,não,09/07/2023,diamante,
9217,Maria Eduarda Alves,maria-juliasilva@example.org,1957-06-26,703.591.862-03,+55 61 7771-9208,6408.43,,22/09/2024,diamante,
9218,Anthony Fonseca,levi04@example.org,1997-01-09,253.481.790-60,+55 21 1667-5043,2103.24,não,25/01/2024,ouro,
9219,Vicente Porto,luiz-miguel69@example.org,1977-06-08,062.451.378-53,(071) 6565 2107,19811.99,True,,,
9220,Pietra da Luz,maria-alice27@example.org,1992-11-15,437.896.120-22,+55 (011) 8696 3650,1697.67,não,25/12/2023,ouro,
9221,Bernardo Oliveira,ana-liviapimenta@example.com,2000-04-08,396.157.820-68,(051) 5183 0508,4339.72,não,02/01/2025,bronze,
9222,Vitória Borges,maria33@example.com,1968-02-29,540.296.831-42,(031) 2619 6659,21023.17,False,25/01/2024,ouro,Ea quidem unde adipisci autem mollitia alias maxime.
9223,Sarah Cavalcanti,lda-cunha@example.com,1953-04-11,150.329.684-98,+55 (021) 7472-1282,14101.05,False,,,Soluta voluptatum itaque soluta incidunt minus quaerat ipsa magnam.
9224,Melina Fonseca,raparecida@example.com,1968-01-13,183.679.540-84,(071) 5579 9931,2282.39,False,29/07/2023,,Omnis totam praesentium explicabo asperiores tenetur et nam neque sit quos.
9225,Davi Luiz Rezende,leandro45@example.com,1989-01-26,169.052.438-33,+55 11 0830-7588,6143.15,False,11/02/2025,bronze,Totam voluptates consequatur tempore ad maiores minus explicabo quae.
9226,João Pedro da Cunha,ocasa-grande@example.org,1973-05-31,704.258.631-07,,6065.44,False,,diamante,
9227,Dante Siqueira,davialves@example.net,1976-08-19,00000000000,(051) 0863 7650,3989.74,,,,Praesentium inventore quae maiores accusantium.
9228,Yan Pastor,arthur-miguel86@example.com,1993-09-21,251.608.437-44,(011) 7973-5234,15856.03,False,03/06/2024,prata,
9229,Nina Moreira,jda-luz@example.com,1950-03-06,401.589.327-14,+55 (084) 1036 3204,21689.63,True,22/07/2023,prata,
9230,Maria Helena Rocha,juanbarros@example.org,1997-04-01,538.902.614-42,(011) 0192-0774,14273.07,,23/09/2023,ouro,
9231,Matheus Sales,da-pazdavi-lucca@example.com,1947-08-22,150.296.473-25,(071) 5599-4998,,não,29/12/2023,,
9232,Hadassa Pacheco,hrios@example.com,2000-09-14,947.308.216-96,84 7912 6993,16132.68,,18/06/2023,bronze,At tempore sit mollitia labore ducimus quas assumenda.
9233,Juliana Vargas,uporto@example.net,1962-07-15,243.758.169-37,61 8776-5234,11590.15,False,05/10/2024,,
9234,Dr. Otávio Novais,cassianofrancisco@example.net,1944-05-25,168.254.370-62,(081) 1123 3174,11282.81,,,ouro,
9235,Rhavi Abreu,nogueirabeatriz@example.net,1970-11-05,136.908.725-02,0500 351 4795,21501.36,não,,,
9236,Sr. Davi Lucca Mendonça,joao-gabrielvieira@example.com,1973-08-05,978.354.126-91,+55 (011) 9351 2348,19360.54,não,06/08/2024,,Eum soluta facere nulla quos impedit culpa minus velit.
9237,Eloá Machado,sampaioluiz-miguel@example.com,1956-05-13,971.524.368-19,+55 (031) 7177-3927,3108.61,False,08/03/2024,bronze,Sunt sit nihil laudantium quam amet harum dolores voluptate.
9238,Brenda Castro,hadassapimenta@example.com,1964-10-19,012.598.637-86,+55 (071) 6942 0375,16632.66,não,30/09/2023,diamante,Odio eaque perferendis id rerum assumenda veniam nobis incidunt.
9239,Sr. Erick da Rosa,nsouza@example.org,1988-03-05,694.853.270-56,(011) 9645-9019,1258.31,não,29/09/2023,bronze,Quam necessitatibus officiis maxime assumenda ducimus accusamus reprehenderit rerum veritatis.
9240,Léo Castro,ayllateixeira@example.com,1947-04-21,297.863.105-86,81 0935-1239,18229.91,,19/04/2025,,Iste eos voluptas facere recusandae ullam deserunt rerum beatae fugit.
9241,Isabella Correia,,1988-06-24,970.423.685-92,0500 741 3622,4730.8,sim,21/06/2024,diamante,Ipsa ad ab est repudiandae inventore nisi dicta voluptas tempore.
9242,Diogo Rios,vitoria30@example.org,1981-12-15,628.713.954-46,+55 21 9605 8302,3702.77,,26/07/2023,diamante,
9243,Vitor Hugo das Neves,joao-felipeferreira@example.org,2001-01-25,953.204.678-00,+55 (051) 4386-9302,22379.82,sim,,ouro,
9244,Benjamim Martins,valentimsouza@example.net,1954-03-22,793.851.640-66,41 9839-7962,8172.54,,12/09/2024,bronze,
9245,Enzo Rodrigues,ngoncalves@example.com,2003-08-09,795.321.864-09,11 8268-8206,8205.33,,20/01/2024,bronze,Eveniet molestiae architecto consequatur perferendis commodi.
9246,Mirella da Cruz,joaoda-rosa@example.org,1958-07-25,763.985.140-84,0800 087 0093,10564.02,True,24/06/2023,bronze,
9247,Isaac Jesus,edas-neves@example.net,1972-09-08,259.461.703-25,(031) 2775-0415,23077.97,não,17/04/2024,diamante,
9248,Luan Camargo,bgomes@example.com,1981-04-17,185.346.709-00,0300-485-2267,12415.44,sim,15/08/2024,,
9249,Marcos Vinicius Moura,da-cunhaisabel@example.net,1979-08-26,912.873.046-13,+55 (031) 6114 4259,15443.43,sim,,bronze,
9250,Mariana Moreira,luisamendonca@example.org,2000-07-11,503.169.872-12,,8945.83,False,20/01/2024,bronze,
9251,Allana Silva,henry64@example.com,1980-05-26,483.269.501-06,0300-110-3892,24939.78,False,05/12/2023,bronze,Quibusdam atque consequuntur architecto exercitationem nobis.
9252,Carolina Correia,ovargas@example.org,2000-05-05,127.084.639-69,,3814.66,True,28/12/2024,diamante,Voluptate provident quidem quod nostrum maxime.
9253,Yan Rocha,maria-florbarbosa@example.com,2003-01-11,618.029.354-60,+55 (071) 6456-6926,24227.68,False,12/01/2025,bronze,
9254,Maria Alice Cassiano,da-motaana-livia@example.net,1989-07-27,762.814.039-40,(011) 8433 7081,4833.96,não,29/07/2023,,
9255,Renan Dias,livia99@example.com,1954-08-09,065.947.381-00,+55 21 4858-8381,7066.58,sim,06/03/2024,prata,
9256,Kevin Porto,enzo20@example.com,1946-08-17,214.539.780-97,0500-994-7041,13615.16,False,02/05/2024,bronze,
9257,Antonella Cunha,ottosilva@example.com,1996-12-01,471.685.923-19,,19164.87,não,09/08/2023,ouro,
9258,Brenda Cavalcante,da-cruzdanilo@example.net,1953-01-10,671.890.245-49,+55 11 2471 1777,18332.47,False,09/07/2024,bronze,
9259,Noah Brito,montenegrojose-miguel@example.net,1975-09-03,365.081.297-59,0500 066 0696,2409.74,não,11/06/2024,ouro,Eligendi mollitia sint blanditiis libero.
9260,Vitor Dias,fda-costa@example.org,2003-04-26,196.725.043-06,+55 61 9849-0515,12130.7,True,26/05/2023,,
9261,Maria Alice Cirino,qporto@example.org,1954-09-27,754.680.193-10,+55 (011) 1370 6511,13735.06,sim,28/07/2023,,
9262,Dra. Helena da Cruz,kcassiano@example.com,1998-12-16,208.763.195-68,+55 (061) 6041 4432,15840.74,False,05/12/2023,ouro,
9263,,luiza26@example.org,1979-01-18,512.760.398-59,+55 (021) 2856 6764,2904.65,False,30/06/2024,ouro,
9264,Maysa Duarte,julia21@example.net,1986-04-20,691.087.354-84,41 8397 0241,8886.81,não,07/12/2023,diamante,Tempora sunt beatae nostrum ullam voluptatem tempora aperiam expedita.
9265,Bianca Silveira,kcastro@example.org,1987-08-09,974.520.186-30,11 7907 1828,4245.21,True,13/05/2024,ouro,
9266,Anthony Pacheco,bryan86@example.net,1949-03-03,145.708.693-00,+55 (084) 1689-0320,12215.28,,03/05/2025,diamante,Corrupti ipsum voluptates dicta fuga fugiat sit.
9267,Helena da Paz,moreiralucas@example.org,1989-03-18,315.620.784-53,+55 84 5176-3813,12169.97,,22/08/2024,bronze,
9268,Jade Marques,maria-laura94@example.org,1953-06-29,581.926.307-30,0800 504 2821,19248.44,,25/04/2024,prata,
9269,Diego Sampaio,emanuelly56@example.org,1998-12-18,541.269.037-80,(041) 0035 6516,4062.34,True,,bronze,Velit deleniti beatae debitis provident delectus vitae dolor ratione tenetur.
9270,Matheus Costela,antonellaazevedo@example.net,2002-04-11,574.269.180-76,(011) 8442-7459,21720.53,sim,01/11/2023,bronze,
9271,Sr. Apollo da Conceição,andreda-cunha@example.com,1957-11-09,709.245.186-85,+55 (031) 1534 0630,16556.53,False,08/08/2024,prata,Ratione similique ipsum voluptas placeat unde sapiente.
9272,Luara Sales,da-costayago@example.com,1981-01-28,357.902.816-21,41 6267 0172,23781.66,True,25/05/2024,prata,Minima qui ab earum similique.
9273,Sofia Pacheco,vargasgiovanna@example.org,1967-04-12,867.092.341-69,(051) 9198 9516,6931.21,sim,18/06/2024,diamante,
9274,Dr. Otávio Borges,luiz-miguelalves@example.net,1945-01-24,437.160.295-99,+55 (081) 1946 2552,8470.68,False,03/05/2024,diamante,
9275,Cauê Barros,jesuscaue@example.org,1951-04-21,423.968.150-24,84 2685-4370,17316.26,sim,08/07/2023,prata,
9276,Rebeca Farias,ianmoraes@example.org,1953-06-14,012.968.534-89,,16285.4,sim,17/10/2024,ouro,
9277,João Guilherme Melo,cirinoian@example.com,1958-04-22,316.985.024-51,+55 21 3965-4020,16043.3,False,02/04/2024,ouro,
9278,Pedro Henrique da Cruz,joao-pedrovasconcelos@example.com,1958-11-23,318.570.692-77,(021) 8580 0517,4969.46,não,,prata,
9279,Dr. Diogo Rodrigues,cnascimento@example.com,1975-05-02,306.721.895-77,+55 (031) 0074-8274,9236.02,,23/08/2024,,Magni ullam ex ex ducimus omnis aut inventore molestiae sunt quia.
9280,Dr. Luiz Felipe Silveira,leo24@example.net,1976-02-26,439.521.068-60,81 6631 0417,3244.53,,26/08/2024,diamante,
9281,Júlia Lima,,1989-08-16,607.142.958-76,(041) 5825 0907,16486.43,True,23/07/2024,diamante,
9282,Sr. Brayan Borges,domsilva@example.net,1972-08-28,904.213.586-70,0300 247 6465,23067.15,False,19/07/2023,,Perferendis vel pariatur perspiciatis iusto maiores.
9283,Ana Câmara,mmendes@example.org,1999-05-18,389.215.460-06,+55 84 4036-3151,5042.04,False,04/10/2023,diamante,Consequuntur possimus sed sit molestiae sequi veniam perferendis.
9284,Srta. Pietra Costela,gda-mata@example.com,1953-02-10,406.819.273-13,+55 (084) 4546 3921,22800.97,True,03/09/2023,prata,
9285,Emanuella Câmara,kaique68@example.org,1969-06-08,165.203.897-30,+55 84 6776-8342,,,07/03/2025,,Labore rem voluptates ex asperiores at consequatur ipsa sint corrupti.
9286,Levi Aragão,joao36@example.org,1990-01-30,824.196.735-73,81 9757-8176,8009.7,não,23/10/2024,,
9287,Dom Guerra,ian26@example.org,2000-12-13,560.347.189-10,0800 739 2576,7547.73,sim,03/11/2024,bronze,Vero accusamus perferendis esse exercitationem eveniet voluptatum repellat.
9288,Sra. Maysa Costela,bsa@example.org,2007-01-03,186.234.759-09,41 4794 2331,5663.37,,,diamante,
9289,Liam Machado,sarah49@example.org,1967-01-10,00000000000,+55 11 7255-8604,9360.84,sim,23/05/2024,prata,
9290,Kaique Marques,andrenogueira@example.org,2002-08-03,648.107.539-48,71 6505-0208,2954.13,,31/08/2023,ouro,
9291,Isaac Montenegro,piresliz@example.org,2005-03-21,709.481.265-58,71 0628 7664,11888.93,não,07/12/2023,ouro,Eligendi recusandae porro autem.
9292,Yago Fogaça,nnovais@example.com,1964-06-08,450.812.769-01,0900-455-2024,24513.51,,20/03/2025,ouro,
9293,Dr. Ian Vieira,cunhafelipe@example.com,1974-05-01,048.625.937-47,(021) 8301-5571,20450.08,não,04/10/2024,,Fugit id nobis recusandae.
9294,Sra. Larissa da Paz,joao-pedrolopes@example.org,1973-09-30,462.378.051-17,(084) 8440 2073,14656.98,False,01/06/2024,diamante,
9295,Dr. Antônio Jesus,marinaduarte@example.org,1975-10-06,651.407.829-01,+55 (011) 3363 2079,17441.13,True,09/08/2023,ouro,
9296,Julia Vieira,joao-gabriel03@example.net,1974-02-09,513.824.697-64,+55 31 3457 2674,11579.55,sim,05/06/2024,bronze,
9297,Laís Campos,da-matamathias@example.org,2005-06-07,374.510.689-00,0500-603-6007,14645.04,sim,17/02/2025,ouro,Debitis ab itaque nihil quas beatae ea occaecati explicabo aperiam.
9298,Maria Flor Nunes,vda-rocha@example.org,1959-05-17,971.805.423-50,71 3659-6825,1336.64,False,12/04/2025,ouro,Natus dolor excepturi reiciendis consequatur.
9299,Sophie Vasconcelos,liznascimento@example.net,1984-02-17,072.386.145-53,+55 (061) 6349 1193,23443.47,sim,08/06/2023,ouro,
9300,Theo Ramos,yda-mota@example.net,1948-10-21,107.962.834-78,,9315.21,não,28/10/2023,bronze,
9301,Thales Machado,luisaaragao@example.org,1970-06-17,953.172.604-34,,9074.92,False,,,
9302,Mariana Albuquerque,aparecidaamanda@example.net,1951-01-15,907.345.816-10,+55 11 3961-0939,6274.56,sim,23/08/2023,ouro,
9303,Maria Eduarda Câmara,rhavi37@example.com,1988-03-18,274.983.160-13,(071) 2321 7989,5771.38,não,02/12/2024,,
9304,Maria Alice da Rocha,maria-luisa10@example.org,1992-09-16,398.675.410-57,0300-675-1383,21560.6,True,,diamante,
9305,Bryan Guerra,thomasmonteiro@example.org,1966-10-03,239.401.756-25,11 1638-2766,23490.28,True,10/06/2023,,Molestias odit sequi possimus quisquam accusantium corporis quas pariatur consequatur nulla.
9306,Kamilly Gonçalves,opinto@example.com,1979-05-27,908.734.615-84,+55 (081) 9941 6470,18537.0,não,31/01/2024,prata,Ratione praesentium autem ratione voluptatibus sit ea debitis non.
9307,Julia Campos,leoduarte@example.net,1945-05-24,069.234.185-42,,14138.99,sim,08/06/2023,bronze,
9308,Dra. Sophia Borges,vcavalcanti@example.com,1970-12-04,402.387.596-10,,15802.18,True,08/05/2025,diamante,Animi odit veniam tempora et corporis quidem.
9309,Calebe Pacheco,benjaminpacheco@example.net,1984-10-21,00000000000,+55 31 4830 4548,16315.42,não,26/09/2023,,Veniam tempora facere voluptas temporibus omnis officia beatae quibusdam quis.
9310,Dom da Mota,ravy32@example.org,1958-07-14,974.803.156-00,+55 (031) 9777 4014,10830.15,sim,19/04/2024,ouro,Praesentium consectetur adipisci non odio deleniti provident nisi officia voluptates.
9311,Emilly Novaes,eloah16@example.org,2002-04-14,874.056.293-00,,1507.59,não,29/05/2023,prata,Consequatur aperiam corrupti corporis ex corrupti modi nulla tenetur.
9312,Julia da Mata,andradejoao-felipe@example.org,1998-09-22,142.586.937-82,,6458.14,sim,15/12/2024,prata,
9313,Alice Garcia,maria-isis15@example.com,1960-05-14,480.792.615-20,0300-103-6859,11689.16,True,,,
9314,Sr. Josué Lopes,emanuellymontenegro@example.com,1988-12-29,589.167.432-73,(021) 2977-7800,23293.32,sim,12/08/2023,diamante,
